site_id|site_name|corridor|region|latitude|longitude|is_core|total_volume|am_peak_volume|pm_peak_volume|peak_volume|wtd_avg_speed|peak_low_speed_share
280|PFW 1510m West of Forsyth Road (IB)|Princes Fwy West|Greater Melbourne|-37.8775350|144.7194790|1|5890115|598374|1189620|1787994|93.2|46.66
281|PFW 870m West of Forsyth Road IB|Princes Fwy West|Greater Melbourne|-37.8756550|144.7269990|1|6268426|658826|1268240|1927066|91.6|51.13
282|PFW 210m West of Forsyth Road (IB)|Princes Fwy West|Greater Melbourne|-37.8736400|144.7350270|1|5537736|589279|1098119|1687398|90.2|54.50
283|PFW 220m East of Forsyth Road (IB)|Princes Fwy West|Greater Melbourne|-37.8727180|144.7387380|1|5678064|603365|1139560|1742925|89.8|54.13
287|PFW 420m West of Point Cook Road (IB)|Princes Fwy West|Greater Melbourne|-37.8692317|144.7553920|0|5384063|542120|1062379|1604499|88.9|60.72
288|PFW 510m West of High Street/Newland St (IB)|Princes Fwy West|Greater Melbourne|-37.8679060|144.7688010|0|7579671|875034|1449379|2324413|85.6|54.47
289|PFW Between High Street/Newland St Entry Exit Ramps (IB)|Princes Fwy West|Greater Melbourne|-37.8664021|144.7740038|1|7570067|892887|1427238|2320125|86.0|54.51
29|M1 Outbound - Just Past Sth Gippy Exit Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9877260|145.2513130|0|2650451|219306|620502|839808|93.4|51.26
292|PFW 1280m West of Kororoit Creek Road (IB)|Princes Fwy West|Greater Melbourne|-37.8536870|144.7788040|1|7792879|928006|1460101|2388107|88.8|66.29
293|PFW 640m West of Kororoit Creek Road (IB)|Princes Fwy West|Greater Melbourne|-37.8480840|144.7802910|1|7308822|869332|1400285|2269617|87.9|67.13
3|M1 Outbound - Eastlink Interchange|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9435570|145.2030380|1|6401406|609480|1377490|1986970|90.0|57.76
30|M1 Inbound - South Gippsland fwy off ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9928160|145.2575450|1|5659162|712622|1057079|1769701|95.4|43.51
306|PFW 810m East of Sneydes Road (IB)|Princes Fwy West|Greater Melbourne|-37.8909786|144.7098037|1|4414635|487543|924226|1411769|96.2|35.94
309|PFW 160m East of Point Cook Road, near Aviation Road IB Entry (IB)|Princes Fwy West|Greater Melbourne|-37.8686060|144.7614900|0|6584963|768134|1272740|2040874|87.7|68.10
31|M1 Outbound - Before Belgrave-Hallam Rd Exit|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9925010|145.2577820|0|3950647|370168|884234|1254402|90.3|54.78
310|PFW 310m East of High Street/Newland St Entry Exit Ramps (IB)|Princes Fwy West|Greater Melbourne|-37.8641520|144.7760550|1|7378248|838954|1392260|2231214|88.8|63.17
311|PFW 780m East of High Street/Newland St Entry Exit Ramps (IB)|Princes Fwy West|Greater Melbourne|-37.8602520|144.7772350|1|7797068|925577|1462959|2388536|89.2|62.88
312|PFW 125m East of Kororoit Creek Road (IB)|Princes Fwy West|Greater Melbourne|-37.8438780|144.7860050|1|5805120|637353|1136813|1774166|87.3|62.76
313|PFW 900m west of Duncans Road (OB)|Princes Fwy West|Greater Melbourne|-37.9155480|144.6711930|1|3689439|385582|880569|1266151|99.9|49.52
314|PFW 240m East of Duncans Road (OB)|Princes Fwy West|Greater Melbourne|-37.9134080|144.6775030|1|3578012|374966|845958|1220924|98.8|19.02
315|PFW 640m East of Duncans Road (OB)|Princes Fwy West|Greater Melbourne|-37.9097750|144.6881140|1|4115747|413785|974554|1388339|96.2|33.96
316|PFW 1230m East of Duncans Road (OB)|Princes Fwy West|Greater Melbourne|-37.9076400|144.6940700|1|4096223|414390|971550|1385940|96.9|29.71
317|PFW 780m West of Sneydes Road (OB)|Princes Fwy West|Greater Melbourne|-37.9028920|144.7009790|1|4118438|414660|974711|1389371|96.6|32.38
318|PFW 200m West of Sneydes Road (OB)|Princes Fwy West|Greater Melbourne|-37.8996159|144.7056493|1|3733409|364511|879236|1243747|97.4|26.17
319|PFW 380m East of Sneydes Road (OB)|Princes Fwy West|Greater Melbourne|-37.8950220|144.7088940|1|3698146|364140|876725|1240865|98.5|19.22
32|M1 Inbound - After Belgrave-Hallam Rd|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9954420|145.2656170|1|6711184|832866|1260592|2093458|91.1|61.77
320|PFW 810m East of Sneydes Road (OB)|Princes Fwy West|Greater Melbourne|-37.8909658|144.7102447|1|3310767|314777|793725|1108502|97.3|25.14
321|PFW 1490m East of Sneydes Road (OB)|Princes Fwy West|Greater Melbourne|-37.8852930|144.7094810|1|3626996|308749|916597|1225346|98.1|19.42
322|PFW 2290 West of Forsyth Road (OB)|Princes Fwy West|Greater Melbourne|-37.8802640|144.7124020|1|3638544|368028|760824|1128852|97.4|23.73
323|PFW 1510m West of Forsyth Road (OB)|Princes Fwy West|Greater Melbourne|-37.8778460|144.7203310|1|6341265|613691|1496422|2110113|94.4|45.57
324|PFW 870m West of Forsyth Road (OB)|Princes Fwy West|Greater Melbourne|-37.8761200|144.7272240|1|6340143|614299|1496559|2110858|96.8|34.35
325|PFW 210m West of Forsyth Road (OB)|Princes Fwy West|Greater Melbourne|-37.8740730|144.7352210|1|5582403|540429|1289311|1829740|95.3|43.59
326|PFW 220m East of Forsyth Road (OB)|Princes Fwy West|Greater Melbourne|-37.8730420|144.7391930|1|5542207|540823|1265698|1806521|93.5|25.92
327|PFW 290 West of Palmers Road (OB)|Princes Fwy West|Greater Melbourne|-37.8704920|144.7496710|1|5801523|555610|1308770|1864380|92.4|37.04
328|PFW 420m West of Point Cook Road (OB)|Princes Fwy West|Greater Melbourne|-37.8696395|144.7553888|0|6619739|605201|1549016|2154217|86.3|50.97
33|M1 Outbound - Before Belgrave Hallam Rd|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9951390|145.2657630|1|5183008|471432|1167527|1638959|90.9|58.93
330|PFW 510m West of High Street/Newland St (OB)|Princes Fwy West|Greater Melbourne|-37.8683200|144.7688690|1|7658971|695204|1770228|2465432|85.6|61.06
331|PFW Between High Street/Newland St Entry Exit Ramps (OB)|Princes Fwy West|Greater Melbourne|-37.8666837|144.7742592|1|6641034|610483|1439086|2049569|88.5|62.70
332|PFW 310m East of High Street/Newland St Entry Exit Ramps (OB)|Princes Fwy West|Greater Melbourne|-37.8643645|144.7765450|1|7284556|642585|1624804|2267389|88.7|67.78
333|PFW 780m East of High Street/Newland St Entry Exit Ramps (OB)|Princes Fwy West|Greater Melbourne|-37.8603190|144.7777180|1|7575715|661084|1746417|2407501|88.5|70.61
334|PFW 1280m West of Kororoit Creek Road (OB)|Princes Fwy West|Greater Melbourne|-37.8537220|144.7793060|1|7606668|670567|1746884|2417451|90.4|62.71
335|PFW 640m West of Kororoit Creek Road (OB)|Princes Fwy West|Greater Melbourne|-37.8482310|144.7808230|1|7515200|659414|1729883|2389297|88.6|64.29
336|PFW 125m East of Kororoit Creek Road (OB)|Princes Fwy West|Greater Melbourne|-37.8442996|144.7863319|1|6224281|575539|1335819|1911358|89.7|65.45
337|M1 Inbound - CH 960 (FDS01b)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0915330|145.4721010|1|2478369|254726|571587|826313|97.6|26.59
338|M1 Outbound - CH 960 (FDS01a)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0911440|145.4720940|1|2314862|255801|520368|776169|98.0|23.82
339|M1 Inbound - CH 1460 (FDS02b)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0919170|145.4776170|1|2611162|264848|608566|873414|97.9|24.55
34|M1 Inbound - Belgrave Hallam Rd on ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9972300|145.2713200|1|6146568|761241|1154710|1915951|94.5|43.95
340|M1 Outbound - CH 1460 (FDS02a)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0915160|145.4776060|1|2467471|276944|551556|828500|99.5|15.64
35|M1 Outbound - Belgrave Hallam off ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9969210|145.2714550|1|4917134|442674|1118393|1561067|89.7|60.16
36|M1 Inbound - Past Belgrave Hallam Rd|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9983730|145.2784640|1|6149805|761788|1154740|1916528|90.6|63.13
39|M1 Outbound - Belgrave-Hallam Rd on ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9980800|145.2784520|1|4923924|442356|1118994|1561350|88.9|62.55
4|M1 Inbound - Eastlink Interchange|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9470700|145.2068840|0|5855064|691876|1096018|1787894|95.7|35.05
40|M1 Inbound - Before Belgrave Hallam Rd Exit Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9989550|145.2822550|1|6675404|803666|1276040|2079706|87.1|56.18
41|M1 Outbound - Before Ernst Wanke exit|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9985720|145.2823920|0|5410648|484193|1235078|1719271|88.8|69.43
42|M1 Inbound - Ernst Wanke Rd Entry Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0001740|145.2907080|1|6056090|714420|1168962|1883382|88.5|59.27
43|M1 Outbound - Ernst Wanke Rd Off Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9999000|145.2908260|1|5412128|494149|1241211|1735360|94.2|54.90
44|M1 Inbound - Before Ernst Wanke Rd|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0027020|145.2960420|1|6017787|703768|1168478|1872246|90.7|53.81
45|M1 Outbound - After Ernst Wanke Rd|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0025230|145.2962990|1|5472668|503435|1248221|1751656|94.8|45.20
46|M1 Inbound - After Narre Warren Rd entry ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0129420|145.3031630|1|5938199|705290|1136625|1841915|90.3|53.93
47|M1 Outbound - Before Narre Warren North Rd Off Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0128040|145.3034970|1|5471181|502307|1246682|1748989|94.6|48.01
48|M1 Inbound - Narre Warren Nth Rd Entry Ramp Bullnose|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0164390|145.3068900|1|5110221|619713|973740|1593453|92.3|42.35
49|M1 Outbound - Just Past Narre Warren Nth Rd Exit Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0162050|145.3071560|1|4225804|384183|990383|1374566|93.7|50.47
5|M1 Outbound - Eastlink Interchange|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9467190|145.2072800|0|6332235|600861|1360970|1961831|90.7|56.31
50|M1 Inbound - Narre Warren Nth Rd Exit Ramp Bullnose|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0191400|145.3101910|1|5115214|619479|973921|1593400|92.3|46.91
504|M1 West Gate Bridge Inbound (EB)|M1 Monash/West Gate Fwy|Greater Melbourne|-37.8309000|144.9005010|0|5091890|628757|925269|1554026|69.5|59.82
505|M1 West Gate Bridge Outbound (WB)|M1 Monash/West Gate Fwy|Greater Melbourne|-37.8308150|144.9003290|1|8006596|761233|1686823|2448056|69.0|49.77
51|M1 Outbound - Narre Warren Nth Rd Entry Ramp Bullnose|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0189380|145.3104550|1|4611502|430015|1060349|1490364|92.5|52.84
52|M1 Inbound - Just Prior Narre Warren Nth Rd Exit Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0225730|145.3143500|1|5829505|685772|1128203|1813975|89.6|58.73
53|M1 Outbound - Just After Narre Warren Nth Rd Entry Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0223380|145.3146170|1|5405266|484945|1295993|1780938|92.0|60.91
530|M31 Hume Fwy and Cooper St (NB)|Regional Freeway/Highway|Regional Victoria|-37.6529380|144.9894120|0|2657489|327142|434524|761666|90.2|65.64
531|M31 Hume Fwy and Cooper St (SB)|Regional Freeway/Highway|Regional Victoria|-37.6529950|144.9899420|0|2815208|380010|463586|843596|80.8|73.65
54|M1 Inbound - Princes Hwy Entry Ramp Bullnose|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0267090|145.3192320|1|5152186|618842|980872|1599714|92.4|47.10
55|M1 Outbound - Princes Hwy Exit Ramp Bullnose|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0265210|145.3194970|1|4726057|408193|1172063|1580256|96.7|39.76
555|M8 Western Fwy - Ballan Inbound (EB)|Regional Freeway/Highway|Regional Victoria|-37.5906950|144.1816100|0|1054962|88174|271189|359363|104.9|40.61
556|M8 Western Fwy - Ballan Outbound (WB)|Regional Freeway/Highway|Regional Victoria|-37.5911140|144.1824560|0|1051715|140718|199972|340690|104.7|40.05
56|M1 Inbound - Princes HWY Exit Ramp Bullnose|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0303170|145.3227850|1|5153877|618704|981163|1599867|93.1|45.80
563|WGT - Inbound Main Carriageway|West Gate|Greater Melbourne|-37.8293284|144.8151718|0|2943875|369417|547499|916916|90.4|46.75
564|WGT - Inbound Main Carriageway|West Gate|Greater Melbourne|-37.8264326|144.8194173|1|2873187|335834|529172|865006|92.9|50.40
565|WGT - Inbound Main Carriageway|West Gate|Greater Melbourne|-37.8255035|144.8247752|1|5238600|595698|954050|1549748|88.1|50.35
566|WGT - Inbound Main Carriageway|West Gate|Greater Melbourne|-37.8254895|144.8280208|1|5245597|599524|957877|1557401|88.7|45.72
567|WGT - Inbound Main Carriageway|West Gate|Greater Melbourne|-37.8314853|144.8119538|1|6818142|787680|1302849|2090529|89.5|53.57
568|WGT - Inbound M80 Ring Rd to Eastbound Main Carriageway|West Gate|Greater Melbourne|-37.8256941|144.8208162|1|2403248|268600|430811|699411|85.4|52.17
569|A1 Princes Hwy - Lindenow South Westbound|Regional Freeway/Highway|Regional Victoria|-37.8780990|147.4359610|1|331132|34093|70332|104425|97.4|20.56
57|M1 Outbound - Princes HWY On Ramp Bullnose|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0301520|145.3230660|1|4660312|406339|1147220|1553559|94.5|49.31
570|A1 Princes Hwy - Lindenow South Eastbound|Regional Freeway/Highway|Regional Victoria|-37.8781350|147.4350890|1|314327|33124|72016|105140|97.0|24.46
58|M1 Inbound - Pakenham Rail Bridge|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0339320|145.3261210|0|4829723|531433|1000951|1532384|93.5|46.95
580|M1 Monash Hwy - Stanley Outbound|M1 Monash/West Gate Fwy|Greater Melbourne|-37.8889761|145.1151279|1|9141050|977392|1903009|2880401|91.7|61.00
581|M1 Monash Fwy - Stanley Inbound|M1 Monash/West Gate Fwy|Greater Melbourne|-37.8899699|145.1158842|0|8665539|929019|1804058|2733077|84.0|61.38
59|M1 Outbound - Pakenham Rail Bridge (THIN transmitter)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0338860|145.3262730|1|5479614|460893|1390633|1851526|89.9|49.92
6|M1 Inbound - Before Police Rd Exit Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9503640|145.2113820|0|7916049|1025771|1526585|2552356|92.2|54.83
60|M1 Inbound - Warrigul Side of Pakenham Rail Bridge (CH 43920)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0379550|145.3297900|0|2799874|342543|535651|878194|94.2|41.77
61|M1 Outbound - Far Side of Pakenham Rail Bridge|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0377330|145.3301730|1|4949112|423875|1238311|1662186|93.8|46.77
62|M1 Inbound - After Clyde Rd Entry Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0408990|145.3331160|1|5431359|681595|1021486|1703081|91.7|61.08
63|M1 Outbound - Before Clyde Rd Exit Ramp (CH 44360)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0406640|145.3334470|1|5494003|463533|1392344|1855877|90.5|38.79
64|M1 Inbound - Clyde Rd Entry Ramp Bullnose (CH 44970)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0440470|145.3388210|0|276670|36491|53102|89593|91.3|65.34
65|M1 Outbound - Clyde Rd Exit Ramp Bullnose (CH 44950)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0436690|145.3388140|1|3730395|327338|945270|1272608|83.1|47.59
66|M1 Inbound - Clyde Rd Exit Bullnose (CH 45490)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0464320|145.3438460|1|3906468|495438|755376|1250814|86.8|49.36
67|M1 Outbound - Clyde Rd Entry Ramp (CH 45470)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0460460|145.3438960|1|2907720|253166|758696|1011862|86.4|51.09
68|M1 Inbound - Before Clyde Rd exit (CH 45900)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0481770|145.3479730|1|4845078|636314|924162|1560476|88.4|54.52
69|M1 Outbound - First after Clyde Rd entry|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0478570|145.3481790|0|69715|3098|26643|29741|90.1|49.80
7|M1 Outbound - Before Stud Rd Exit Ramp|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9500360|145.2118140|0|7467937|747849|1633330|2381179|89.4|63.10
70|M1 Inbound - Past Soldiers Rd Overpass (Ch 46450)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0501200|145.3538350|1|4841416|636972|919199|1556171|91.1|43.08
71|M1 Outbound - Second after Clyde Rd entry (Ch 46450)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0497070|145.3540490|1|4663018|392362|1180197|1572559|94.3|47.18
72|M1 Inbound - Soldiers Rd Overpass (CH 46870)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0518550|145.3580300|1|4820548|633255|919558|1552813|91.3|40.43
73|M1 Outbound - First after Soldiers Rd overpass|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0515860|145.3583230|1|4291283|338724|1130553|1469277|98.6|23.00
74|M1 Inbound - Before Soldiers Rd|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0555370|145.3630140|1|4800768|634115|919139|1553254|95.9|36.89
75|M1 Outbound - 2nd unit after Soldiers Rd (CH 47470)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0553330|145.3633870|1|4659212|390163|1180071|1570234|98.1|26.03
76|M1 Inbound - On Princes Hwy entry|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0596800|145.3672420|1|3568748|455794|702069|1157863|96.5|33.85
77|M1 Outbound - after Princes Hwy exit (CH 48050)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0593420|145.3674210|0|2018646|185136|505526|690662|100.1|16.57
8|M1 Inbound - After Brady Rd|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9526830|145.2147740|1|7991264|1039326|1544198|2583524|92.7|51.14
82|M1 Inbound - Just Before Cardinia Creek (CH 49815)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0696180|145.3827140|1|4528578|564231|932894|1497125|96.6|35.62
83|M1 Inbound - outside BP petrol station (CH 50433)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0719700|145.3891340|1|4042922|507661|844650|1352311|97.9|28.26
84|M1 Outbound - outside BP petrol station (CH 50432)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0716410|145.3892300|1|3923264|382323|976230|1358553|98.9|25.05
85|M1 Inbound - fifth from Cardinia entry (CH 51095)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0737110|145.3963160|1|4518655|563585|926401|1489986|97.7|29.97
86|M1 Inbound - fourth from Cardinia entry (CH 51794)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0749280|145.4041310|0|3848180|463179|802540|1265719|98.3|24.66
87|M1 Inbound - third from Cardinia entry (CH 52296)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0756520|145.4097480|1|4032905|493633|840247|1333880|98.4|22.97
89|M1 Inbound - After Cardinia Rd Entry (CH 53510)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0775870|145.4234140|1|4042340|493739|839228|1332967|99.0|21.03
9|M1 Outbound - McGregor entry|M1 Monash/West Gate Fwy|Greater Melbourne|-37.9523470|145.2151440|1|7560817|758717|1658719|2417436|91.3|53.08
90|M1 Outbound - before Cardinia exit (CH 53510)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0773130|145.4235270|1|3967137|391975|954628|1346603|96.9|35.10
91|M1 Inbound - Cardinia Rd (CH 54204)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0789500|145.4311180|1|3082947|346087|672879|1018966|97.7|29.33
92|M1 Outbound - Cardinia Rd (CH 54189)|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0785740|145.4310780|1|2906047|309414|665503|974917|96.5|35.02
93|M1 Inbound - PCM14168 Before Cardinia Rd Exit|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0827610|145.4440560|1|3347620|370800|750552|1121352|97.5|30.87
94|M1 Inbound - RCB25162 After Toomuc Creek|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0851510|145.4496110|1|3334450|370764|741798|1112562|96.3|38.65
96|M1 Inbound - after McGregor Rd Entry|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0894800|145.4611160|1|3347297|370829|749615|1120444|95.8|40.01
98|M1 Inbound - McGregor entry|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0909440|145.4677910|0|1160279|64382|361565|425947|98.6|56.52
99|M1 Outbound - RCB1413 McGregor Rd Exit Bullnose|M1 Monash/West Gate Fwy|Greater Melbourne|-38.0906380|145.4678900|0|2176832|239470|487320|726790|97.5|27.77
